cluster
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/mean_change_tol`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/mean_change_tol`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/max_doc_update_iter`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/max_doc_update_iter`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_batch_iter_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_batch_iter_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/doc_topic_prior_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/doc_topic_prior_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/topic_word_prior_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/topic_word_prior_`|
1.0|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/alpha`|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/alpha`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/copy`|`sklearn/sklearn.decomposition._pca/PCA/copy`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/copy`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/copy`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/copy`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/copy`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/copy`|`sklearn/sklearn.cross_decomposition._pls/_PLS/copy`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/copy`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/copy`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/whiten`|`sklearn/sklearn.decomposition._pca/PCA/whiten`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/whiten`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/whiten`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/noise_variance_`|`sklearn/sklearn.decomposition._pca/PCA/noise_variance_`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/noise_variance_`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/noise_variance_`|
1.0|`sklearn/sklearn.decomposition._sparse_pca/MiniBatchSparsePCA/batch_size`|`sklearn/sklearn.decomposition._sparse_pca/MiniBatchSparsePCA/batch_size`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/batch_size`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/batch_size`|
1.0|`sklearn/sklearn.decomposition._sparse_pca/MiniBatchSparsePCA/shuffle`|`sklearn/sklearn.decomposition._sparse_pca/MiniBatchSparsePCA/shuffle`|
1.0|`sklearn/sklearn.decomposition._nmf/NMF/shuffle`|`sklearn/sklearn.decomposition._nmf/NMF/shuffle`|
1.0|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/shuffle`|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/shuffle`|
1.0|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/alpha`|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/alpha`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/alpha`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/alpha`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/max_iter`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/max_iter`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/max_iter`|`sklearn/sklearn.decomposition._fastica/FastICA/max_iter`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/max_iter`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/max_iter`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/max_iter`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/max_iter`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/max_iter`|`sklearn/sklearn.cross_decomposition._pls/_PLS/max_iter`|
1.0|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/verbose`|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/verbose`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/verbose`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/verbose`|
1.0|`sklearn/sklearn.decomposition._sparse_pca/SparsePCA/n_iter_`|`sklearn/sklearn.decomposition._sparse_pca/SparsePCA/n_iter_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_iter_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_iter_`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/n_iter_`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/n_iter_`|
1.0|`sklearn/sklearn.decomposition._sparse_pca/SparsePCA/error_`|`sklearn/sklearn.decomposition._sparse_pca/SparsePCA/error_`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/error_`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/error_`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/n_components`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/n_components`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_components`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_components`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/n_components`|`sklearn/sklearn.cross_decomposition._pls/_PLS/n_components`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/n_components`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/n_components`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/n_iter`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/n_iter`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/tol`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/tol`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/tol`|`sklearn/sklearn.decomposition._pca/PCA/tol`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/tol`|`sklearn/sklearn.decomposition._fastica/FastICA/tol`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/tol`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/tol`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/tol`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/tol`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/tol`|`sklearn/sklearn.cross_decomposition._pls/_PLS/tol`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/algorithm`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/algorithm`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/_fit_svd_solver`|`sklearn/sklearn.decomposition._pca/PCA/_fit_svd_solver`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/iterated_power`|`sklearn/sklearn.decomposition._pca/PCA/iterated_power`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/svd_solver`|`sklearn/sklearn.decomposition._pca/PCA/svd_solver`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/mode`|`sklearn/sklearn.cross_decomposition._pls/_PLS/mode`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/fun`|`sklearn/sklearn.decomposition._fastica/FastICA/fun`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/deflation_mode`|`sklearn/sklearn.cross_decomposition._pls/_PLS/deflation_mode`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/fit_algorithm`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/fit_algorithm`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/svd_method`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/svd_method`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/algorithm`|`sklearn/sklearn.decomposition._fastica/FastICA/algorithm`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/algorithm`|`sklearn/sklearn.cross_decomposition._pls/_PLS/algorithm`|
1.0|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/kernel`|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/kernel`|
1.0|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/eigen_solver`|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/eigen_solver`|
1.0|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/X_fit_`|`sklearn/sklearn.decomposition._kernel_pca/KernelPCA/X_fit_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/learning_method`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/learning_method`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/n_components_`|`sklearn/sklearn.decomposition._pca/PCA/n_components_`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/mean_`|`sklearn/sklearn.decomposition._pca/PCA/mean_`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_std`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_std`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_std`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_std`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/x_weights_`|`sklearn/sklearn.cross_decomposition._pls/_PLS/x_weights_`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/y_weights_`|`sklearn/sklearn.cross_decomposition._pls/_PLS/y_weights_`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_scores`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_scores`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_scores`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_scores`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/noise_variance_`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/noise_variance_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/components_`|`sklearn/sklearn.decomposition._fastica/FastICA/components_`|
1.0|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/components_`|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/components_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/_unmixing`|`sklearn/sklearn.decomposition._fastica/FastICA/_unmixing`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/singular_values_`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/singular_values_`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/explained_variance_ratio_`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/explained_variance_ratio_`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/explained_variance_`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/explained_variance_`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/components_`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/components_`|
1.0|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/random_state`|`sklearn/sklearn.decomposition._truncated_svd/TruncatedSVD/random_state`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/singular_values_`|`sklearn/sklearn.decomposition._pca/PCA/singular_values_`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/explained_variance_ratio_`|`sklearn/sklearn.decomposition._pca/PCA/explained_variance_ratio_`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/explained_variance_`|`sklearn/sklearn.decomposition._pca/PCA/explained_variance_`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/components_`|`sklearn/sklearn.decomposition._pca/PCA/components_`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/random_state`|`sklearn/sklearn.decomposition._pca/PCA/random_state`|
1.0|`sklearn/sklearn.decomposition._pca/PCA/n_components`|`sklearn/sklearn.decomposition._pca/PCA/n_components`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/bound_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/bound_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/exp_dirichlet_component_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/exp_dirichlet_component_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/components_`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/components_`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_jobs`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/n_jobs`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/topic_word_prior`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/topic_word_prior`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/doc_topic_prior`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/doc_topic_prior`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/x_weights_`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/x_weights_`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/y_weights_`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/y_weights_`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_norm_y_weights`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_norm_y_weights`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_mean`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_x_mean`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/_x_mean`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/_x_mean`|
1.0|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_mean`|`sklearn/sklearn.cross_decomposition._pls/_PLS/_y_mean`|
1.0|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/_y_mean`|`sklearn/sklearn.cross_decomposition._pls/PLSSVD/_y_mean`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/code_init`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/code_init`|
1.0|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/dict_init`|`sklearn/sklearn.decomposition._dict_learning/MiniBatchDictionaryLearning/dict_init`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/dict_init`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/dict_init`|
1.0|`sklearn/sklearn.decomposition._dict_learning/SparseCoder/dictionary`|`sklearn/sklearn.decomposition._dict_learning/SparseCoder/dictionary`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_algorithm`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_algorithm`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_n_nonzero_coefs`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_n_nonzero_coefs`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_alpha`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_alpha`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_max_iter`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/transform_max_iter`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/split_sign`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/split_sign`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/positive_code`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/positive_code`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/noise_variance_init`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/noise_variance_init`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/rotation`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/rotation`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/fun_args`|`sklearn/sklearn.decomposition._fastica/FastICA/fun_args`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/w_init`|`sklearn/sklearn.decomposition._fastica/FastICA/w_init`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/n_iter_`|`sklearn/sklearn.decomposition._fastica/FastICA/n_iter_`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/n_iter_`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/n_iter_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/mean_`|`sklearn/sklearn.decomposition._fastica/FastICA/mean_`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/mean_`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/mean_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/whitening_`|`sklearn/sklearn.decomposition._fastica/FastICA/whitening_`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/singular_values_`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/singular_values_`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/explained_variance_`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/explained_variance_`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/explained_variance_ratio_`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/explained_variance_ratio_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/n_components`|`sklearn/sklearn.decomposition._fastica/FastICA/n_components`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/n_components`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/n_components`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/n_components`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/n_components`|
1.0|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/components_`|`sklearn/sklearn.decomposition._incremental_pca/IncrementalPCA/components_`|
1.0|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/components_`|`sklearn/sklearn.decomposition._factor_analysis/FactorAnalysis/components_`|
1.0|`sklearn/sklearn.decomposition._fastica/FastICA/random_state`|`sklearn/sklearn.decomposition._fastica/FastICA/random_state`|
1.0|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/random_state`|`sklearn/sklearn.decomposition._dict_learning/DictionaryLearning/random_state`|
1.0|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/n_jobs`|`sklearn/sklearn.decomposition._dict_learning/_BaseSparseCoding/n_jobs`|
1.0|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/verbose`|`sklearn/sklearn.decomposition._lda/LatentDirichletAllocation/verbose`|
1.0|`sklearn.cross_decomposition._pls/PLSCanonical/__init__/algorithm`|`sklearn.cross_decomposition._pls/PLSCanonical/__init__/algorithm`|
1.0|`sklearn.cross_decomposition._pls/PLSSVD/fit/Y`|`sklearn.cross_decomposition._pls/PLSSVD/fit/Y`|
1.0|`sklearn.cross_decomposition._pls/PLSSVD/fit_transform/y`|`sklearn.cross_decomposition._pls/PLSSVD/fit_transform/y`|
1.0|`sklearn.cross_decomposition._pls/PLSSVD/transform/X`|`sklearn.cross_decomposition._pls/PLSSVD/transform/X`|
1.0|`sklearn.cross_decomposition._pls/PLSSVD/transform/Y`|`sklearn.cross_decomposition._pls/PLSSVD/transform/Y`|
1.0|`sklearn.cross_decomposition._pls/_PLS/predict/X`|`sklearn.cross_decomposition._pls/_PLS/predict/X`|
1.0|`sklearn.cross_decomposition._pls/_PLS/transform/X`|`sklearn.cross_decomposition._pls/_PLS/transform/X`|
1.0|`sklearn.cross_decomposition._pls/_PLS/transform/Y`|`sklearn.cross_decomposition._pls/_PLS/transform/Y`|
1.0|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/tol`|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/tol`|
1.0|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/fit_algorithm`|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/fit_algorithm`|
1.0|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/code_init`|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/code_init`|
1.0|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/dict_init`|`sklearn.decomposition._dict_learning/DictionaryLearning/__init__/dict_init`|
